Reach,River Sta,Profile,Q Total,SA Chan,SA Left,SA Right,SA Total
,,,(cfs),(acres),(acres),(acres),(acres)
Reach4B2,146897,PF 17,1700,234.95,244.98,192.66,672.59
Reach4B2,146897,PF 18,1800,236.89,262.94,206.21,706.03
Reach4B2,146897,PF 19,1900,238.48,279.75,220.9,739.13
Reach4B2,146897,PF 20,2000,239.81,295.89,234.16,769.87
Reach4B2,146897,PF 21,2100,240.96,312.99,246.63,800.58
Reach4B2,146897,PF 22,2200,242.16,328.22,260.9,831.28
Reach4B2,146897,PF 23,2300,243.2,342.58,275.17,860.95
Reach4B2,146897,PF 24,2400,244.26,359.42,290.4,894.08
Reach4B2,146897,PF 25,2500,245.24,375.73,306.35,927.32
Reach4B2,146897,PF 26,2600,245.89,390.81,321.26,957.96
Reach4B2,146897,PF 27,2700,246.51,408.79,336.57,991.86
Reach4B2,146897,PF 28,2800,247.04,427.39,350.91,1025.34
Reach4B2,146897,PF 29,2900,247.47,445.93,365.48,1058.89
Reach4B2,146897,PF 30,3000,247.97,463.62,378.78,1090.38
Reach4B2,146897,PF 31,3100,248.23,480.53,390.37,1119.13
Reach4B2,146897,PF 32,3200,248.47,497.27,400.52,1146.26
Reach4B2,146897,PF 33,3300,248.66,513.23,408.66,1170.55
Reach4B2,146897,PF 34,3400,248.86,528.66,417.16,1194.68
Reach4B2,146897,PF 35,3500,248.96,542.7,425.51,1217.17
Reach4B2,146897,PF 36,3600,249.07,555.39,432.81,1237.27
Reach4B2,146897,PF 37,3700,249.16,567.66,438.86,1255.68
Reach4B2,146897,PF 38,3800,249.31,578.6,444.73,1272.64
Reach4B2,146897,PF 39,3900,249.41,588.77,450.27,1288.44
Reach4B2,146897,PF 40,4000,249.48,597.57,456.01,1303.06
Reach4B2,146897,PF 41,4100,249.54,606.82,462.18,1318.55
Reach4B2,146897,PF 42,4200,249.58,614.49,467.13,1331.2
Reach4B2,146897,PF 43,4300,249.6,621.41,471.8,1342.81
Reach4B2,146897,PF 44,4400,249.62,627.53,476.4,1353.56
Reach4B2,146897,PF 45,4500,249.64,632.75,480.42,1362.82
,,,,,,,
Reach4B2,146279,PF 1,100,108.41,4.27,6.43,119.1
Reach4B2,146279,PF 2,200,138.57,15.34,16.2,170.11
Reach4B2,146279,PF 3,300,158.79,26.62,24.49,209.9
Reach4B2,146279,PF 4,400,172.38,45.29,31.12,248.79
Reach4B2,146279,PF 5,500,183.47,54.49,39.98,277.95
Reach4B2,146279,PF 6,600,193.2,66.3,51.56,311.07
Reach4B2,146279,PF 7,700,201.01,78.46,63.53,342.99
Reach4B2,146279,PF 8,800,206.7,92.34,75.21,374.25
Reach4B2,146279,PF 9,900,211.01,108.34,87.86,407.21
Reach4B2,146279,PF 10,1000,214.35,124.44,99.45,438.24
Reach4B2,146279,PF 11,1100,217.1,139.76,111.07,467.93
Reach4B2,146279,PF 12,1200,220.32,155.82,124.15,500.29
Reach4B2,146279,PF 13,1300,223.26,171.57,136.44,531.26
Reach4B2,146279,PF 14,1400,226.35,187.23,149.37,562.95
Reach4B2,146279,PF 15,1500,229.03,202.43,164.7,596.15
Reach4B2,146279,PF 16,1600,231.17,220.15,178.32,629.64
Reach4B2,146279,PF 17,1700,232.67,238.71,191.51,662.89
Reach4B2,146279,PF 18,1800,234.61,255.57,205,695.18
Reach4B2,146279,PF 19,1900,236.19,271.26,219.61,727.05
