Reach,River Sta,Q Total,Max Chl Dpth,Hydr Depth,Hydr Depth L,Hydr Depth C,Hydr Depth R,Vel Total,Vel Left,Vel Chnl,Vel Right,W.S. Elev,Min Ch El
,,(cfs),(ft),(ft),(ft),(ft),(ft),(ft/s),(ft/s),(ft/s),(ft/s),(ft),(ft)
Reach4B1,265478,3700,13.45,12.78,,12.78,,6.03,,6.03,,107.93,94.48
Reach4B1,265478,3800,13.64,12.97,,12.97,,6.11,,6.11,,108.12,94.48
Reach4B1,265478,3900,13.46,12.79,,12.79,,6.35,,6.35,,107.94,94.48
Reach4B1,265478,4000,13.53,12.86,,12.86,,6.48,,6.48,,108.01,94.48
Reach4B1,265478,4100,13.7,13.02,,13.02,,6.56,,6.56,,108.18,94.48
Reach4B1,265478,4200,13.82,13.15,,13.15,,6.66,,6.66,,108.3,94.48
Reach4B1,265478,4300,13.9,13.22,,13.22,,6.77,,6.77,,108.38,94.48
Reach4B1,265478,4400,14.03,13.35,,13.35,,6.86,,6.86,,108.51,94.48
Reach4B1,265478,4500,14.16,13.49,,13.49,,6.95,,6.95,,108.64,94.48
,,,,,,,,,,,,,
Reach4B1,265476,100,4.24,3.83,,3.83,,0.76,,0.76,,98.72,94.48
Reach4B1,265476,200,5.51,5.1,,5.1,,1.13,,1.13,,99.99,94.48
Reach4B1,265476,300,6.37,5.96,,5.96,,1.46,,1.46,,100.85,94.48
Reach4B1,265476,400,7.21,6.8,,6.8,,1.7,,1.7,,101.69,94.48
Reach4B1,265476,500,7.91,7.5,,7.5,,1.93,,1.93,,102.39,94.48
Reach4B1,265476,600,8.5,8.08,,8.08,,2.15,,2.15,,102.98,94.48
Reach4B1,265476,700,8.97,8.56,,8.56,,2.36,,2.36,,103.45,94.48
Reach4B1,265476,800,9.38,8.97,,8.97,,2.58,,2.58,,103.86,94.48
Reach4B1,265476,900,9.74,9.33,,9.33,,2.79,,2.79,,104.22,94.48
Reach4B1,265476,1000,10.11,9.69,,9.69,,2.98,,2.98,,104.59,94.48
Reach4B1,265476,1100,10.36,9.95,,9.95,,3.2,,3.2,,104.84,94.48
Reach4B1,265476,1200,10.64,10.23,,10.23,,3.39,,3.39,,105.12,94.48
Reach4B1,265476,1300,10.9,10.48,,10.48,,3.58,,3.58,,105.38,94.48
Reach4B1,265476,1400,11.1,10.69,,10.69,,3.79,,3.79,,105.58,94.48
Reach4B1,265476,1500,11.31,10.9,,10.9,,3.98,,3.98,,105.79,94.48
Reach4B1,265476,1600,11.52,11.11,,11.11,,4.16,,4.16,,106,94.48
Reach4B1,265476,1700,11.67,11.26,,11.26,,4.36,,4.36,,106.15,94.48
Reach4B1,265476,1800,11.79,11.37,,11.37,,4.57,,4.57,,106.27,94.48
Reach4B1,265476,1900,11.9,11.48,,11.48,,4.78,,4.78,,106.38,94.48
Reach4B1,265476,2000,11.83,11.42,,11.42,,5.06,,5.06,,106.31,94.48
Reach4B1,265476,2100,11.91,11.5,,11.5,,5.28,,5.28,,106.39,94.48
Reach4B1,265476,2200,11.97,11.56,,11.56,,5.5,,5.5,,106.45,94.48
Reach4B1,265476,2300,12.12,11.7,,11.7,,5.68,,5.68,,106.6,94.48
Reach4B1,265476,2400,12.18,11.77,,11.77,,5.9,,5.9,,106.66,94.48
Reach4B1,265476,2500,12.2,11.79,,11.79,,6.13,,6.13,,106.68,94.48
Reach4B1,265476,2600,12.24,11.83,,11.83,,6.35,,6.35,,106.72,94.48
Reach4B1,265476,2700,12.22,11.8,,11.8,,6.61,,6.61,,106.7,94.48
Reach4B1,265476,2800,12.25,11.84,,11.84,,6.84,,6.84,,106.73,94.48
Reach4B1,265476,2900,12.33,11.92,,11.92,,7.03,,7.03,,106.81,94.48
Reach4B1,265476,3000,12.36,11.95,,11.95,,7.25,,7.25,,106.84,94.48
Reach4B1,265476,3100,12.37,11.96,,11.96,,7.49,,7.49,,106.85,94.48
Reach4B1,265476,3200,12.45,12.04,,12.04,,7.68,,7.68,,106.93,94.48
Reach4B1,265476,3300,12.47,12.06,,12.06,,7.91,,7.91,,106.95,94.48
Reach4B1,265476,3400,12.57,12.16,,12.16,,8.08,,8.08,,107.05,94.48
Reach4B1,265476,3500,12.71,12.3,,12.3,,8.23,,8.23,,107.19,94.48
Reach4B1,265476,3600,12.69,12.28,,12.28,,8.47,,8.47,,107.17,94.48
Reach4B1,265476,3700,12.79,12.38,,12.38,,8.64,,8.64,,107.27,94.48
Reach4B1,265476,3800,12.96,12.55,,12.55,,8.75,,8.75,,107.44,94.48
Reach4B1,265476,3900,12.7,12.29,,12.29,,9.17,,9.17,,107.18,94.48
Reach4B1,265476,4000,12.74,12.32,,12.32,,9.38,,9.38,,107.22,94.48
Reach4B1,265476,4100,12.88,12.46,,12.46,,9.51,,9.51,,107.36,94.48
Reach4B1,265476,4200,12.97,12.56,,12.56,,9.67,,9.67,,107.45,94.48
Reach4B1,265476,4300,13.01,12.59,,12.59,,9.87,,9.87,,107.49,94.48
Reach4B1,265476,4400,13.11,12.69,,12.69,,10.02,,10.02,,107.59,94.48
Reach4B1,265476,4500,13.21,12.8,,12.8,,10.16,,10.16,,107.69,94.48
,,,,,,,,,,,,,
Reach4B1,265475,Bridge,,,,,,,,,,,
,,,,,,,,,,,,,
Reach4B1,265472,100,4.22,3.79,,3.79,,0.76,,0.76,,98.71,94.49
Reach4B1,265472,200,5.49,5.05,,5.05,,1.14,,1.14,,99.98,94.49
Reach4B1,265472,300,6.34,5.9,,5.9,,1.47,,1.47,,100.83,94.49
Reach4B1,265472,400,7.16,6.73,,6.73,,1.72,,1.72,,101.65,94.49
Reach4B1,265472,500,7.86,7.42,,7.42,,1.95,,1.95,,102.35,94.49
Reach4B1,265472,600,8.44,8,,8,,2.17,,2.17,,102.93,94.49
Reach4B1,265472,700,8.91,8.48,,8.48,,2.39,,2.39,,103.4,94.49
Reach4B1,265472,800,9.31,8.88,,8.88,,2.6,,2.6,,103.8,94.49
Reach4B1,265472,900,9.67,9.24,,9.24,,2.82,,2.82,,104.16,94.49
Reach4B1,265472,1000,10.03,9.59,,9.59,,3.01,,3.01,,104.52,94.49
